status,medicine_id,name,kind,existing_category_id,category_id,confidence,efficacy,pharmacology,atc,aliases,aliases_added,alias_conflicts,detail_url,reason
already_present,10436,塞曲司特片,western,17,17,0.96,本品适用于治疗轻、中度支气管哮喘。,呼吸系统用药 | 平喘药,阻塞性气管疾病用药 | 其它阻塞性气管病系统用药,,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E5%A1%9E%E6%9B%B2%E5%8F%B8%E7%89%B9%E7%89%87,人工分类边界：西药支气管扩张剂归其它
already_present,10437,色甘酸钠滴眼液,western,9,9,0.94,用于预防春季过敏性结膜炎。,呼吸系统用药 | 平喘药,眼科用药 | 减充血药和抗变态反应药 | 其它抗变态反应药,,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E8%89%B2%E7%94%98%E9%85%B8%E9%92%A0%E6%BB%B4%E7%9C%BC%E6%B6%B2,剂型或站点分类明确为局部外用药
already_present,10438,色甘酸钠气雾剂,western,8,8,0.96,用于预防支气管哮喘。,呼吸系统用药 | 平喘药,阻塞性气管疾病用药 | 其它阻塞性气管病药，吸入剂 | 非皮质甾体激素类抗变态反应药,,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E8%89%B2%E7%94%98%E9%85%B8%E9%92%A0%E6%B0%94%E9%9B%BE%E5%89%82,站点药理分类明确为抗过敏药
already_present,10439,吸入用色甘酸钠胶囊,western,8,8,0.96,用于预防哮喘及过敏性鼻炎。,呼吸系统用药 | 平喘药,阻塞性气管疾病用药 | 其它阻塞性气管病药，吸入剂 | 非皮质甾体激素类抗变态反应药,,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E5%90%B8%E5%85%A5%E7%94%A8%E8%89%B2%E7%94%98%E9%85%B8%E9%92%A0%E8%83%B6%E5%9B%8A,站点药理分类明确为抗过敏药
already_present,10440,色甘酸钠滴鼻液,western,9,9,0.94,用于防治过敏性鼻炎。,呼吸系统用药 | 平喘药,鼻用制剂 | 减充血药和其它鼻腔局部用药 | 非皮质甾体激素类抗变态反应药,,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E8%89%B2%E7%94%98%E9%85%B8%E9%92%A0%E6%BB%B4%E9%BC%BB%E6%B6%B2,剂型或站点分类明确为局部外用药
already_present,10441,氯雷他定胶囊,western,8,8,0.96,用于缓解过敏性鼻炎有关的症状，如喷嚏、流涕、鼻痒、鼻塞以及眼部痒及烧灼感。口服药物后，鼻和眼部症状及体征得以迅速缓解。亦适用于缓解慢性荨麻疹、瘙痒性皮肤病及其他过敏性皮肤病的症状及体征。,抗变态反应药 | 抗组胺药,系统用抗组胺药 | 系统用其它抗组胺药,海王抒瑞,,海王抒瑞（多药共用）,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E6%B0%AF%E9%9B%B7%E4%BB%96%E5%AE%9A%E8%83%B6%E5%9B%8A,站点药理分类明确为抗过敏药
already_present,10442,氯雷他定咀嚼片,western,8,8,0.96,用于缓解过敏性鼻炎有关的症状，如喷嚏、流涕、鼻痒、鼻塞以及眼部痒及烧灼感。口服药物后，鼻和眼部症状及体征得以迅速缓解。亦适用于缓解慢性荨麻疹、瘙痒性皮肤病及其他过敏性皮肤病的症状及体征。,抗变态反应药 | 抗组胺药,系统用抗组胺药 | 系统用其它抗组胺药,海王抒瑞,,海王抒瑞（多药共用）,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E6%B0%AF%E9%9B%B7%E4%BB%96%E5%AE%9A%E5%92%80%E5%9A%BC%E7%89%87,站点药理分类明确为抗过敏药
already_present,73,氯雷他定片,western,8,8,0.96,用于治疗季节性过敏性鼻炎（减轻鼻部或非鼻部症状）及特发性荨麻疹。,抗变态反应药 | 抗组胺药,系统用抗组胺药 | 系统用其它抗组胺药,,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E6%B0%AF%E9%9B%B7%E4%BB%96%E5%AE%9A%E7%89%87,保留数据库现有分类；站点药理分类明确为抗过敏药
already_present,10443,氯雷他定糖浆,western,8,8,0.96,用于缓解过敏性鼻炎有关的症状，如喷嚏、流涕、鼻痒、鼻塞以及眼部痒及烧灼感。口服药物后，鼻和眼部症状及体征得以迅速缓解。亦适用于缓解慢性荨麻疹、瘙痒性皮肤病及其他过敏性皮肤病的症状及体征。,抗变态反应药 | 抗组胺药,系统用抗组胺药 | 系统用其它抗组胺药,,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E6%B0%AF%E9%9B%B7%E4%BB%96%E5%AE%9A%E7%B3%96%E6%B5%86,站点药理分类明确为抗过敏药
already_present,10444,氯雷他定颗粒,western,8,8,0.96,用于缓解过敏性鼻炎有关的症状，如喷嚏、流涕及鼻痒、鼻塞以及眼部痒及烧灼感。亦适用于缓解慢性荨麻疹、瘙痒性皮肤病及其他过敏性皮肤病的症状及体征。,抗变态反应药 | 抗组胺药,系统用抗组胺药 | 系统用其它抗组胺药,,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E6%B0%AF%E9%9B%B7%E4%BB%96%E5%AE%9A%E9%A2%97%E7%B2%92,站点药理分类明确为抗过敏药
already_present,10445,氯雷他定分散片,western,8,8,0.96,用于缓解过敏性鼻炎的鼻部或非鼻部症状，如喷嚏、流涕、鼻痒、眼痒及眼部烧灼感等。亦适用于减轻慢性荨麻疹及其它过敏性皮肤病的症状及体征。,抗变态反应药 | 抗组胺药,系统用抗组胺药 | 系统用其它抗组胺药,,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E6%B0%AF%E9%9B%B7%E4%BB%96%E5%AE%9A%E5%88%86%E6%95%A3%E7%89%87,站点药理分类明确为抗过敏药
already_present,10446,氯雷他定口腔崩解片,western,8,8,0.96,用于治疗季节性过敏性鼻炎(减轻鼻部或非鼻部症状)及特发性荨麻疹。,抗变态反应药 | 抗组胺药,系统用抗组胺药 | 系统用其它抗组胺药,,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E6%B0%AF%E9%9B%B7%E4%BB%96%E5%AE%9A%E5%8F%A3%E8%85%94%E5%B4%A9%E8%A7%A3%E7%89%87,站点药理分类明确为抗过敏药
already_present,10447,盐酸氯雷他定片,western,8,8,0.96,用于治疗季节性过敏鼻炎（减轻鼻部或非鼻部症状）及特发性荨麻疹。,抗变态反应药 | 抗组胺药,系统用抗组胺药 | 系统用其它抗组胺药,金苏瑞,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E7%9B%90%E9%85%B8%E6%B0%AF%E9%9B%B7%E4%BB%96%E5%AE%9A%E7%89%87,站点药理分类明确为抗过敏药
already_present,10448,盐酸氯雷他定胶囊,western,8,8,0.96,用于治疗季节性过敏性鼻炎(减轻鼻部或非鼻部症状)和特发性荨麻疹。,抗变态反应药 | 抗组胺药,系统用抗组胺药 | 系统用其它抗组胺药,道敏奇,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E7%9B%90%E9%85%B8%E6%B0%AF%E9%9B%B7%E4%BB%96%E5%AE%9A%E8%83%B6%E5%9B%8A,站点药理分类明确为抗过敏药
already_present,10449,氯雷他定泡腾片,western,8,8,0.96,"本品用于缓解季节性过敏性鼻炎的鼻部或非鼻部症状,以及慢性荨麻疹的症状和体征。",抗变态反应药 | 抗组胺药,系统用抗组胺药 | 系统用其它抗组胺药,,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E6%B0%AF%E9%9B%B7%E4%BB%96%E5%AE%9A%E6%B3%A1%E8%85%BE%E7%89%87,站点药理分类明确为抗过敏药
review_missing_efficacy,,复方氯雷他定缓释片,western,,8,0.96,,,系统用抗组胺药 | 抗组胺药的复方,,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E5%A4%8D%E6%96%B9%E6%B0%AF%E9%9B%B7%E4%BB%96%E5%AE%9A%E7%BC%93%E9%87%8A%E7%89%87,站点药理分类明确为抗过敏药
review_missing_efficacy,,氯雷伪麻片,western,,,0.0,,,鼻用制剂 | 系统用鼻腔减充血药 | 拟交感神经药类,,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E6%B0%AF%E9%9B%B7%E4%BC%AA%E9%BA%BB%E7%89%87,站点分类无法可靠映射到项目现有类别
already_present,10450,盐酸赛庚啶片,western,8,8,0.96,用于过敏性疾病，如荨麻疹、丘疹性荨麻疹、湿疹、皮肤瘙痒。,抗变态反应药 | 抗组胺药,系统用抗组胺药 | 系统用其它抗组胺药,,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E7%9B%90%E9%85%B8%E8%B5%9B%E5%BA%9A%E5%95%B6%E7%89%87,站点药理分类明确为抗过敏药
already_present,10451,盐酸赛庚啶乳膏,western,9,9,0.94,用于过敏性皮炎、接触性皮炎、丘疹性荨麻疹、皮肤瘙痒症以及湿疹等。,抗变态反应药 | 抗组胺药,止痒药，含抗组胺药、麻醉药等 | 局部用抗组胺药,,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E7%9B%90%E9%85%B8%E8%B5%9B%E5%BA%9A%E5%95%B6%E4%B9%B3%E8%86%8F,剂型或站点分类明确为局部外用药
already_present,10452,盐酸异丙嗪片,western,8,8,0.96,1.皮肤粘膜的过敏：适用于长期的、季节性的过敏性鼻炎，血管舒缩性鼻炎，接触过敏源或食物而致的过敏性结膜炎，荨麻疹，血管神经性水肿，对血液或血浆制品的过敏反应，皮肤划痕症。必要时可与肾上腺素合用，作为本药的辅助剂。2.晕动病：防治晕车、晕船、晕飞机。3.镇静、催眠：适用于术前、术后和产科。此外，也可用于减轻成人及儿童的恐惧感，呈浅睡眠状态。4.恶心、呕吐的治疗：适用于一些麻醉和手术后的恶心、呕吐，也用于防治放射病性或药源性恶心、呕吐。5.术后疼痛：可与止痛药合用，作为辅助用药。,抗变态反应药 | 抗组胺药,系统用抗组胺药 | 吩噻嗪衍生物类,,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E7%9B%90%E9%85%B8%E5%BC%82%E4%B8%99%E5%97%AA%E7%89%87,站点药理分类明确为抗过敏药
already_present,10453,小儿盐酸异丙嗪片,western,8,8,0.96,1.皮肤粘膜的过敏：适用于长期的、季节性的过敏性鼻炎，血管舒缩性鼻炎，接触过敏源或食物而致的过敏性结膜炎，荨麻疹，血管神经性水肿，对血液或血浆制品的过敏反应，皮肤划痕症。必要时可与肾上腺素合用，作为本药的辅助剂。2.晕动病：防治晕车、晕船、晕飞机。3.镇静、催眠：适用于减轻儿童的恐惧感，呈浅睡眠状态。4.恶心、呕吐的治疗：适用于一些麻醉和手术后的恶心、呕吐，也用于防治放射病性或药源性恶心、呕吐。5.术后疼痛：可与止痛药合用，作为辅助用药。,抗变态反应药 | 抗组胺药,系统用抗组胺药 | 吩噻嗪衍生物类,,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E5%B0%8F%E5%84%BF%E7%9B%90%E9%85%B8%E5%BC%82%E4%B8%99%E5%97%AA%E7%89%87,站点药理分类明确为抗过敏药
already_present,10454,复方苯海拉明搽剂,western,9,9,0.94,用于过敏性皮炎、皮肤瘙痒。,抗变态反应药 | 抗组胺药,止痒药，含抗组胺药、麻醉药等 | 局部用抗组胺药,,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E5%A4%8D%E6%96%B9%E8%8B%AF%E6%B5%B7%E6%8B%89%E6%98%8E%E6%90%BD%E5%89%82,剂型或站点分类明确为局部外用药
already_present,10455,苯海拉明薄荷脑糖浆,western,8,8,0.96,用于皮肤黏膜的过敏，如荨麻疹、过敏性鼻炎、皮肤瘙瘁症、药疹，对虫咬症和接触性皮炎也有效。亦可用于预防和治疗晕动病。,抗变态反应药 | 抗组胺药,系统用抗组胺药 | 氨基烷基醚类,,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E8%8B%AF%E6%B5%B7%E6%8B%89%E6%98%8E%E8%96%84%E8%8D%B7%E8%84%91%E7%B3%96%E6%B5%86,站点药理分类明确为抗过敏药
already_present,10456,地氯雷他定糖浆,western,8,8,0.96,用于缓解慢性特发性荨麻疹及过敏性鼻炎的全身及局部症状。,抗变态反应药 | 抗组胺药,系统用抗组胺药 | 系统用其它抗组胺药,,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E5%9C%B0%E6%B0%AF%E9%9B%B7%E4%BB%96%E5%AE%9A%E7%B3%96%E6%B5%86,站点药理分类明确为抗过敏药
already_present,10457,地氯雷他定片,western,8,8,0.96,用于缓解慢性特发性荨麻疹及过敏性鼻炎的相关症状。,抗变态反应药 | 抗组胺药,系统用抗组胺药 | 系统用其它抗组胺药,恩理思,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E5%9C%B0%E6%B0%AF%E9%9B%B7%E4%BB%96%E5%AE%9A%E7%89%87,站点药理分类明确为抗过敏药
already_present,10458,地氯雷他定干混悬剂,western,8,8,0.96,用于缓解6个月至12岁儿童慢性特发性荨麻疹及常年性过敏性鼻炎的全身及局部症状。,抗变态反应药 | 抗组胺药,系统用抗组胺药 | 系统用其它抗组胺药,芙必叮,,芙必叮（多药共用）,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E5%9C%B0%E6%B0%AF%E9%9B%B7%E4%BB%96%E5%AE%9A%E5%B9%B2%E6%B7%B7%E6%82%AC%E5%89%82,站点药理分类明确为抗过敏药
already_present,10459,地氯雷他定胶囊,western,8,8,0.96,用于缓解慢性特发性荨麻疹及其常年性过敏性鼻炎的全身及局部症状。,抗变态反应药 | 抗组胺药,系统用抗组胺药 | 系统用其它抗组胺药,,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E5%9C%B0%E6%B0%AF%E9%9B%B7%E4%BB%96%E5%AE%9A%E8%83%B6%E5%9B%8A,站点药理分类明确为抗过敏药
already_present,10460,地氯雷他定分散片,western,8,8,0.96,本品用于快速缓解过敏性鼻炎的相关症状，如打喷嚏，流涕和鼻痒、鼻粘膜充血/鼻塞；以及眼痒、流泪和充血；腭痒及咳嗽。本品还用于缓解慢性特发性荨麻疹的相关症状如瘙痒，并可减少荨麻疹的数量及大小。,抗变态反应药 | 抗组胺药,系统用抗组胺药 | 系统用其它抗组胺药,芙必叮,,芙必叮（多药共用）,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E5%9C%B0%E6%B0%AF%E9%9B%B7%E4%BB%96%E5%AE%9A%E5%88%86%E6%95%A3%E7%89%87,站点药理分类明确为抗过敏药
already_present,10461,地氯雷他定口服溶液,western,8,8,0.96,用于缓解慢性特发性荨麻疹及过敏性鼻炎的全身及局部症状。,抗变态反应药 | 抗组胺药,系统用抗组胺药 | 系统用其它抗组胺药,,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E5%9C%B0%E6%B0%AF%E9%9B%B7%E4%BB%96%E5%AE%9A%E5%8F%A3%E6%9C%8D%E6%BA%B6%E6%B6%B2,站点药理分类明确为抗过敏药
already_present,10462,枸地氯雷他定片,western,8,8,0.96,本品用于缓解慢性特发性荨麻疹及常年性过敏性鼻炎的全身及局部症状。,抗变态反应药 | 抗组胺药,系统用抗组胺药 | 系统用其它抗组胺药,,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E6%9E%B8%E5%9C%B0%E6%B0%AF%E9%9B%B7%E4%BB%96%E5%AE%9A%E7%89%87,站点药理分类明确为抗过敏药
already_present,10463,枸地氯雷他定胶囊,western,8,8,0.96,本品用于缓解慢性特发性荨麻疹及常年性过敏性鼻炎的全身及局部症状。,抗变态反应药 | 抗组胺药,系统用抗组胺药 | 系统用其它抗组胺药,,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E6%9E%B8%E5%9C%B0%E6%B0%AF%E9%9B%B7%E4%BB%96%E5%AE%9A%E8%83%B6%E5%9B%8A,站点药理分类明确为抗过敏药
already_present,10464,氯雷伪麻缓释胶囊(Ⅱ),western,8,8,0.96,用于缓解过敏性鼻炎和感冒的症状，包括鼻塞、打喷嚏、流鼻涕、鼻痒、流泪等。,抗变态反应药 | 抗组胺药,鼻用制剂 | 系统用鼻腔减充血药 | 拟交感神经药类,,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E6%B0%AF%E9%9B%B7%E4%BC%AA%E9%BA%BB%E7%BC%93%E9%87%8A%E8%83%B6%E5%9B%8A%28%E2%85%A1%29,站点药理分类明确为抗过敏药
already_present,10465,氯雷伪麻缓释片,western,8,8,0.96,本品适用于缓解过敏性鼻炎和感冒的症状，包括鼻塞、打喷嚏、流鼻涕、鼻痒、流泪。氯雷伪麻缓释片能够同时发挥氯雷他定抗组胺特性和硫酸伪麻黄碱的减轻充血作用。,抗变态反应药 | 抗组胺药,鼻用制剂 | 系统用鼻腔减充血药 | 拟交感神经药类,,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E6%B0%AF%E9%9B%B7%E4%BC%AA%E9%BA%BB%E7%BC%93%E9%87%8A%E7%89%87,站点药理分类明确为抗过敏药
already_present,10466,氯雷他定伪麻黄碱缓释片,western,8,8,0.96,用于缓解因感冒或过敏性鼻炎引起的鼻塞、鼻氧、打喷嚏、流涕及流泪等症状。,抗变态反应药 | 抗组胺药,鼻用制剂 | 系统用鼻腔减充血药 | 拟交感神经药类,,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E6%B0%AF%E9%9B%B7%E4%BB%96%E5%AE%9A%E4%BC%AA%E9%BA%BB%E9%BB%84%E7%A2%B1%E7%BC%93%E9%87%8A%E7%89%87,站点药理分类明确为抗过敏药
already_present,10467,氯雷伪麻缓释胶囊(Ⅰ),western,8,8,0.96,用于缓解因过敏性鼻炎或感冒引起的鼻塞、鼻痒、打喷嚏、流涕及流泪等症状。,抗变态反应药 | 抗组胺药,鼻用制剂 | 系统用鼻腔减充血药 | 拟交感神经药类,,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E6%B0%AF%E9%9B%B7%E4%BC%AA%E9%BA%BB%E7%BC%93%E9%87%8A%E8%83%B6%E5%9B%8A%28%E2%85%A0%29,站点药理分类明确为抗过敏药
already_present,10468,复方氯雷他定缓释胶囊(II),western,8,8,0.96,用于缓解因过敏性鼻炎或感冒引起的鼻塞、鼻痒、打喷嚏、流涕及流泪等症状。,抗变态反应药 | 抗组胺药,鼻用制剂 | 系统用鼻腔减充血药 | 拟交感神经药类,惠菲顺,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E5%A4%8D%E6%96%B9%E6%B0%AF%E9%9B%B7%E4%BB%96%E5%AE%9A%E7%BC%93%E9%87%8A%E8%83%B6%E5%9B%8A%28II%29,站点药理分类明确为抗过敏药
already_present,10469,富马酸氯马斯汀干混悬剂,western,8,8,0.96,本品为抗组胺药。主要用于治疗过敏性鼻炎、荨麻疹、湿疹及皮肤瘙痒症等过敏性疾病。亦可用于支气管哮喘的抗过敏治疗。,抗变态反应药 | 抗组胺药,系统用抗组胺药 | 氨基烷基醚类,,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E5%AF%8C%E9%A9%AC%E9%85%B8%E6%B0%AF%E9%A9%AC%E6%96%AF%E6%B1%80%E5%B9%B2%E6%B7%B7%E6%82%AC%E5%89%82,站点药理分类明确为抗过敏药
already_present,10470,富马酸氯马斯汀胶囊,western,8,8,0.96,本品为抗组胺药。主要用于治疗过敏性鼻炎、荨麻疹、湿疹及皮肤瘙痒症等过敏性疾病。亦可用于支气管哮喘的抗过敏治疗。,抗变态反应药 | 抗组胺药,系统用抗组胺药 | 氨基烷基醚类,,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E5%AF%8C%E9%A9%AC%E9%85%B8%E6%B0%AF%E9%A9%AC%E6%96%AF%E6%B1%80%E8%83%B6%E5%9B%8A,站点药理分类明确为抗过敏药
already_present,10471,富马酸氯马斯汀片,western,8,8,0.96,主要用于过敏性鼻炎、荨麻疹及其他过敏性皮肤病。,抗变态反应药 | 抗组胺药,系统用抗组胺药 | 氨基烷基醚类,,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E5%AF%8C%E9%A9%AC%E9%85%B8%E6%B0%AF%E9%A9%AC%E6%96%AF%E6%B1%80%E7%89%87,站点药理分类明确为抗过敏药
already_present,10472,富马酸氯马斯汀口服溶液,western,8,8,0.96,本品主要用于过敏性鼻炎、荨麻疹、湿疹及其他过敏性皮肤病。尤其适于儿童以及吞咽有困难者使用。,抗变态反应药 | 抗组胺药,系统用抗组胺药 | 氨基烷基醚类,,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E5%AF%8C%E9%A9%AC%E9%85%B8%E6%B0%AF%E9%A9%AC%E6%96%AF%E6%B1%80%E5%8F%A3%E6%9C%8D%E6%BA%B6%E6%B6%B2,站点药理分类明确为抗过敏药
already_present,11808,五维甘草那敏胶囊,western,8,8,0.96,用于过敏性鼻炎、湿疹、荨麻疹、皮肤瘙痒症及药物过敏。,抗变态反应药 | 抗组胺药,系统用抗组胺药 | 取代烷基胺,,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E4%BA%94%E7%BB%B4%E7%94%98%E8%8D%89%E9%82%A3%E6%95%8F%E8%83%B6%E5%9B%8A,站点药理分类明确为抗过敏药
already_present,11809,伪麻非索缓释胶囊,western,8,8,0.96,适用于成年人、12岁以上儿童季节性过敏性鼻炎症状的缓解，包括打喷嚏、流鼻涕，咽喉瘙痒，眼睛发痒、流泪、发红和鼻充血。只有当同时需要口服具有抗组织胺作用的非索非那定和口服具有减鼻充血作用的伪麻黄碱时，才可服用本品。,抗变态反应药 | 抗组胺药,系统用抗组胺药 | 抗组胺药的复方,,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E4%BC%AA%E9%BA%BB%E9%9D%9E%E7%B4%A2%E7%BC%93%E9%87%8A%E8%83%B6%E5%9B%8A,站点药理分类明确为抗过敏药
already_present,11810,去氧肾上腺素溴苯那敏胶囊,western,8,8,0.96,用于消除或减轻急慢性鼻炎、过敏性鼻炎及鼻窦炎，普通感冒的症状，如鼻塞、流涕、打喷嚏等。,抗变态反应药 | 抗组胺药,鼻用制剂 | 系统用鼻腔减充血药 | 拟交感神经药类,尔可安,,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E5%8E%BB%E6%B0%A7%E8%82%BE%E4%B8%8A%E8%85%BA%E7%B4%A0%E6%BA%B4%E8%8B%AF%E9%82%A3%E6%95%8F%E8%83%B6%E5%9B%8A,站点药理分类明确为抗过敏药
already_present,11811,盐酸非索非那定片,western,8,8,0.96,本品适用于减轻季节性过敏性鼻炎和慢性特发性荨麻疹引起的症状。,抗变态反应药 | 抗组胺药,系统用抗组胺药 | 系统用其它抗组胺药,阿特拉(RALTIVA),,,https://www.yao86.com/%E8%A5%BF%E8%8D%AF/%E7%9B%90%E9%85%B8%E9%9D%9E%E7%B4%A2%E9%9D%9E%E9%82%A3%E5%AE%9A%E7%89%87,站点药理分类明确为抗过敏药
